Title: test opamp tran
Date: Thu Jan 22 06:26:05  2026
Command: ngspice-44.2, Build Tue Mar 18 07:01:35 UTC 2025
Plotname: Transient Analysis
Flags: real
No. Variables: 3
No. Points: 475
Variables:
	0	time	time
	1	v(vout3)	voltage
	2	v(visr)	voltage
Values:
 0	0.000000000000000e+00
	2.999523129439652e-01
	3.000000000000000e-01

 1	1.000000000000000e-08
	2.999523129185718e-01
	3.000000000000000e-01

 2	2.000000000000000e-08
	2.999523129035991e-01
	3.000000000000000e-01

 3	4.000000000000000e-08
	2.999523128912361e-01
	3.000000000000000e-01

 4	8.000000000000000e-08
	2.999523129627195e-01
	3.000000000000000e-01

 5	1.600000000000000e-07
	2.999523130305634e-01
	3.000000000000000e-01

 6	3.200000000000000e-07
	2.999523128437485e-01
	3.000000000000000e-01

 7	6.400000000000000e-07
	2.999523130191477e-01
	3.000000000000000e-01

 8	1.000000000000000e-06
	2.999523129014454e-01
	3.000000000000000e-01

 9	1.000000100000000e-06
	3.000113508208718e-01
	3.199999999878466e-01

 10	1.000000300000000e-06
	3.001307486492623e-01
	3.600000000058914e-01

 11	1.000000700000000e-06
	3.003803300258977e-01
	4.399999999996294e-01

 12	1.000001000000000e-06
	3.005704296830058e-01
	5.000000000000000e-01

 13	1.000001080000000e-06
	3.005791492072849e-01
	5.000000000000000e-01

 14	1.000001240000000e-06
	3.005928308603475e-01
	5.000000000000000e-01

 15	1.000001560000000e-06
	3.006032699749654e-01
	5.000000000000000e-01

 16	1.000002200000000e-06
	3.006053893914868e-01
	5.000000000000000e-01

 17	1.000003480000000e-06
	3.006045111692938e-01
	5.000000000000000e-01

 18	1.000006040000000e-06
	3.006035659510257e-01
	5.000000000000000e-01

 19	1.000011160000000e-06
	3.006014501187396e-01
	5.000000000000000e-01

 20	1.000021400000001e-06
	3.005973583699215e-01
	5.000000000000000e-01

 21	1.000041880000001e-06
	3.005893786622161e-01
	5.000000000000000e-01

 22	1.000082840000002e-06
	3.005742583854989e-01
	5.000000000000000e-01

 23	1.000164760000004e-06
	3.005470609982934e-01
	5.000000000000000e-01

 24	1.000328600000009e-06
	3.005024973566032e-01
	5.000000000000000e-01

 25	1.000656280000018e-06
	3.004403921324628e-01
	5.000000000000000e-01

 26	1.001311640000036e-06
	3.003703694262939e-01
	5.000000000000000e-01

 27	1.002622360000072e-06
	3.002785080872881e-01
	5.000000000000000e-01

 28	1.005243800000145e-06
	3.000330275490413e-01
	5.000000000000000e-01

 29	1.010486680000290e-06
	2.996433434558228e-01
	5.000000000000000e-01

 30	1.020898932485392e-06
	3.008675704246846e-01
	5.000000000000000e-01

 31	1.039084740371747e-06
	3.103829970280719e-01
	5.000000000000000e-01

 32	1.075456356144456e-06
	3.489234181816590e-01
	5.000000000000000e-01

 33	1.131543948924405e-06
	4.193241527907857e-01
	5.000000000000000e-01

 34	1.189948796270292e-06
	4.720403138314076e-01
	5.000000000000000e-01

 35	1.276893087344040e-06
	5.021811801861753e-01
	5.000000000000000e-01

 36	1.370286218241154e-06
	5.029274386480065e-01
	5.000000000000000e-01

 37	1.470122003798990e-06
	4.990724172956021e-01
	5.000000000000000e-01

 38	1.601580093581155e-06
	4.994533364315259e-01
	5.000000000000000e-01

 39	1.740477964005410e-06
	5.010159615006824e-01
	5.000000000000000e-01

 40	2.018273704853920e-06
	4.990075429887768e-01
	5.000000000000000e-01

 41	2.573865186550940e-06
	5.007659291162323e-01
	5.000000000000000e-01

 42	3.573865186550940e-06
	4.992347235988053e-01
	5.000000000000000e-01

 43	4.573865186550940e-06
	5.005767823045462e-01
	5.000000000000000e-01

 44	5.573865186550940e-06
	4.994374500302969e-01
	5.000000000000000e-01

 45	6.573865186550939e-06
	5.003652410587724e-01
	5.000000000000000e-01

 46	7.573865186550939e-06
	4.996507878823309e-01
	5.000000000000000e-01

 47	8.573865186550940e-06
	5.001528716547199e-01
	5.000000000000000e-01

 48	9.573865186550940e-06
	4.998574259259350e-01
	5.000000000000000e-01

 49	1.057386518655094e-05
	4.999550151268517e-01
	5.000000000000000e-01

 50	1.157386518655094e-05
	5.000423620396193e-01
	5.000000000000000e-01

 51	1.257386518655094e-05
	4.997852173959201e-01
	5.000000000000000e-01

 52	1.357386518655094e-05
	5.001938770290089e-01
	5.000000000000000e-01

 53	1.457386518655094e-05
	4.996531251676650e-01
	5.000000000000000e-01

 54	1.557386518655094e-05
	5.003044409118553e-01
	5.000000000000000e-01

 55	1.657386518655094e-05
	4.995641402446092e-01
	5.000000000000000e-01

 56	1.757386518655095e-05
	5.003707480165609e-01
	5.000000000000000e-01

 57	1.857386518655095e-05
	4.995195618234662e-01
	5.000000000000000e-01

 58	1.957386518655095e-05
	5.003934154744156e-01
	5.000000000000000e-01

 59	2.057386518655095e-05
	4.995170277701853e-01
	5.000000000000000e-01

 60	2.157386518655095e-05
	5.003764162591349e-01
	5.000000000000000e-01

 61	2.257386518655095e-05
	4.995511816003821e-01
	5.000000000000000e-01

 62	2.357386518655095e-05
	5.003263238995634e-01
	5.000000000000000e-01

 63	2.457386518655095e-05
	4.996144857393361e-01
	5.000000000000000e-01

 64	2.557386518655095e-05
	5.002524230263843e-01
	5.000000000000000e-01

 65	2.657386518655095e-05
	4.996973876662603e-01
	5.000000000000000e-01

 66	2.757386518655095e-05
	5.001624238675157e-01
	5.000000000000000e-01

