feature_profile,model,target,mae,max_abs_error,sample_count,feature_count,excluded_feature_count,metrics_path
structure_only,ridge_regression,cap_count,0.7622324033732336,3.974729901049102,55,9,8,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/structure_only/metrics.json
structure_only,ridge_regression,output_node_cap_ff,36.56778850159835,466.30852837574344,55,9,8,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/structure_only/metrics.json
structure_only,ridge_regression,total_cap_ff,678.9929974831334,4456.763813539172,55,9,8,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/structure_only/metrics.json
leaky_smoke_test,mean_baseline,cap_count,40.4996632996633,66.98148148148148,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,mean_baseline,output_node_cap_ff,279.7940812727273,427.70516444444445,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,mean_baseline,total_cap_ff,760.7939877710437,4960.833442777777,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,nearest_neighbor,cap_count,4.218181818181818,39.0,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,nearest_neighbor,output_node_cap_ff,20.604449818181827,473.11652000000004,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,nearest_neighbor,total_cap_ff,67.08427272727273,486.9552100000001,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,ridge_regression,cap_count,0.8661688239570279,5.447750977363455,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,ridge_regression,output_node_cap_ff,35.522387833998884,441.4250185907134,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
leaky_smoke_test,ridge_regression,total_cap_ff,35.289515548118764,363.48690841626643,55,17,0,/home/qlf/IOT/references/pcs-harness-align-origin-main-20260815/generated/analog_harness/parasitic_modeling/graph_training_baseline_grpo_batch_v2_dataset_v3/leaky_smoke_test/metrics.json
