model,feature,importance,signed_weight
decision_tree_depth3_balanced,action_norm_17,0.43998513563731134,
decision_tree_depth3_balanced,nmos_l_min,0.2595362318840589,
decision_tree_depth3_balanced,sizing__mosfet_23_2_m_load2_nmos,0.16133333333333286,
decision_tree_depth3_balanced,sizing__mosfet_0_8_w_biascm_pmos,0.1391452991452962,
decision_tree_depth3_balanced,pmos_l_max,5.842240271805286e-16,
logistic_l2_balanced,mos_w_all_max,0.8062523266537275,-0.8062523266537275
logistic_l2_balanced,pmos_w_min,0.5226704030718445,0.5226704030718445
logistic_l2_balanced,mos_w_all_min,0.5034418306546562,0.5034418306546562
logistic_l2_balanced,sizing__mosfet_18_7_m_biascm_nmos,0.4604341177100972,-0.4604341177100972
logistic_l2_balanced,action_norm_17,0.4594994785904355,-0.4594994785904355
logistic_l2_balanced,pmos_to_nmos_m_ratio,0.4497773184068716,0.4497773184068716
logistic_l2_balanced,pmos_l_max,0.44825266202403946,0.44825266202403946
logistic_l2_balanced,nmos_m_max,0.41463151864443976,-0.41463151864443976
logistic_l2_balanced,sizing__mosfet_25_1_m_gm3_nmos,0.404054058205443,0.404054058205443
logistic_l2_balanced,action_norm_18,0.40116537366224075,-0.40116537366224075
logistic_l2_balanced,sizing__mosfet_23_2_w_load2_nmos,0.3991249738616636,-0.3991249738616636
logistic_l2_balanced,pmos_w_max,0.3970353264749621,-0.3970353264749621
logistic_l2_balanced,action_norm_23,0.3934712820984561,0.3934712820984561
logistic_l2_balanced,pmos_m_min,0.3905834044342519,0.3905834044342519
logistic_l2_balanced,action_norm_08,0.3621142105966209,0.3621142105966209
logistic_l2_balanced,selection_bucket__diagnostic_neighborhood_m12_335_365,0.3603587211979151,0.3603587211979151
logistic_l2_balanced,sizing__mosfet_8_2_w_gm1_pmos,0.3598805708285802,0.3598805708285802
logistic_l2_balanced,action_norm_03,0.35879316173172104,0.35879316173172104
logistic_l2_balanced,sizing__mosfet_10_1_m_gm4_pmos,0.3418755571576052,0.3418755571576052
logistic_l2_balanced,action_norm_12,0.3311087232508786,-0.3311087232508786
logistic_l2_balanced,sizing__mosfet_12_1_w_gmf2_pmos,0.3289765201840366,-0.3289765201840366
logistic_l2_balanced,action_norm_02,0.30089211518025105,-0.30089211518025105
logistic_l2_balanced,sizing__mosfet_0_8_m_biascm_pmos,0.2892642521865973,-0.2892642521865973
logistic_l2_balanced,action_norm_19,0.2778189814307408,-0.2778189814307408
logistic_l2_balanced,sizing__mosfet_23_2_l_load2_nmos,0.2665357704926472,-0.2665357704926472
logistic_l2_balanced,nmos_l_min,0.262370466494407,-0.262370466494407
logistic_l2_balanced,selection_bucket__l6_neighborhood_m12_330_390,0.25211583321325776,-0.25211583321325776
logistic_l2_balanced,mos_l_all_max,0.21659459675446632,-0.21659459675446632
logistic_l2_balanced,pmos_l_min,0.20888010952945704,-0.20888010952945704
logistic_l2_balanced,mos_gate_area_proxy_sum,0.20842576419982975,-0.20842576419982975
logistic_l2_balanced,sizing__mosfet_0_8_l_biascm_pmos,0.2072408489574019,0.2072408489574019
logistic_l2_balanced,action_norm_01,0.20646285967840938,0.20646285967840938
logistic_l2_balanced,action_norm_09,0.19823866487264238,-0.19823866487264238
logistic_l2_balanced,sizing__mosfet_11_1_w_gm2_pmos,0.19222421221223956,-0.19222421221223956
logistic_l2_balanced,action_norm_05,0.1915366405752474,-0.1915366405752474
logistic_l2_balanced,sizing__mosfet_8_2_m_gm1_pmos,0.18893816611625772,-0.18893816611625772
logistic_l2_balanced,sizing__mosfet_10_1_l_gm4_pmos,0.18245831059033238,0.18245831059033238
logistic_l2_balanced,action_norm_20,0.178166241009896,-0.178166241009896
logistic_l2_balanced,selection_bucket__none,0.17248512883643677,0.17248512883643677
logistic_l2_balanced,selection_bucket__high_predicted_closure,0.17094144993162733,-0.17094144993162733
logistic_l2_balanced,mos_width_times_m_sum,0.16410191405665292,-0.16410191405665292
logistic_l2_balanced,mos_m_all_min,0.1627276341682593,0.1627276341682593
logistic_l2_balanced,sizing__mosfet_23_2_m_load2_nmos,0.16195123387672228,-0.16195123387672228
logistic_l2_balanced,action_norm_07,0.1608558879051092,0.1608558879051092
logistic_l2_balanced,sizing__mosfet_25_1_w_gm3_nmos,0.1605516148414266,0.1605516148414266
logistic_l2_balanced,sizing__mosfet_8_2_l_gm1_pmos,0.15968180078139935,0.15968180078139935
logistic_l2_balanced,action_norm_04,0.15551306577080004,0.15551306577080004
logistic_l2_balanced,action_norm_21,0.15169060670908732,0.15169060670908732
logistic_l2_balanced,sizing__mosfet_18_7_w_biascm_nmos,0.15018036749147293,0.15018036749147293
logistic_l2_balanced,action_norm_15,0.14753789578138365,0.14753789578138365
logistic_l2_balanced,action_norm_25,0.14326013219402042,0.14326013219402042
logistic_l2_balanced,sizing__mosfet_11_1_l_gm2_pmos,0.14258074649187785,-0.14258074649187785
logistic_l2_balanced,sizing__capacitor_0,0.14185783355641135,0.14185783355641135
logistic_l2_balanced,action_norm_10,0.137895004823438,-0.137895004823438
logistic_l2_balanced,pmos_l_sum,0.13146375562180548,0.13146375562180548
logistic_l2_balanced,pmos_l_mean,0.13146375562180412,0.13146375562180412
logistic_l2_balanced,nmos_l_mean,0.12994843606097434,-0.12994843606097434
logistic_l2_balanced,nmos_l_sum,0.12994843606097403,-0.12994843606097403
logistic_l2_balanced,nmos_l_max,0.1238352237156373,0.1238352237156373
logistic_l2_balanced,nmos_m_sum,0.10490574111029313,-0.10490574111029313
logistic_l2_balanced,nmos_m_mean,0.10490574111029252,-0.10490574111029252
logistic_l2_balanced,nmos_w_min,0.09721056739540213,0.09721056739540213
logistic_l2_balanced,sizing__mosfet_11_1_m_gm2_pmos,0.0874536668042722,-0.0874536668042722
logistic_l2_balanced,action_norm_11,0.08660664265820042,-0.08660664265820042
logistic_l2_balanced,sizing__mosfet_10_1_w_gm4_pmos,0.0761907933916778,0.0761907933916778
logistic_l2_balanced,sizing__mosfet_12_1_l_gmf2_pmos,0.07437847714843153,-0.07437847714843153
logistic_l2_balanced,requested_cap_sum,0.07359897662489745,0.07359897662489745
logistic_l2_balanced,selection_bucket__boundary_m12_388_397,0.06949588851020072,-0.06949588851020072
logistic_l2_balanced,action_norm_06,0.06893272491825328,0.06893272491825328
logistic_l2_balanced,action_norm_26,0.06336233145823077,-0.06336233145823077
logistic_l2_balanced,action_norm_13,0.059310752228803755,-0.059310752228803755
logistic_l2_balanced,sizing__mosfet_18_7_l_biascm_nmos,0.058170276419761385,0.058170276419761385
logistic_l2_balanced,selection_bucket__medium_predicted_closure,0.056988918352995965,-0.056988918352995965
logistic_l2_balanced,action_norm_16,0.05098052028970704,0.05098052028970704
logistic_l2_balanced,nmos_w_mean,0.05084372399680685,-0.05084372399680685
logistic_l2_balanced,nmos_w_sum,0.050843723996806214,-0.050843723996806214
logistic_l2_balanced,sizing__capacitor_1,0.04961797746399868,-0.04961797746399868
logistic_l2_balanced,mos_l_all_min,0.04863477346081515,-0.04863477346081515
logistic_l2_balanced,mos_m_all_mean,0.044894990505766015,-0.044894990505766015
logistic_l2_balanced,mos_m_all_sum,0.044894990505766015,-0.044894990505766015
logistic_l2_balanced,nmos_m_min,0.04142641143011934,0.04142641143011934
