sample_uid,batch_id,candidate_id,label_graph_training_admitted,label_raw_pex_available,label_physical_closure_failed_no_raw_pex,label_simulation_timeout_or_hang,admission_status,action_norm_00,action_norm_01,action_norm_02,action_norm_03,action_norm_04,action_norm_05,action_norm_06,action_norm_07,action_norm_08,action_norm_09,action_norm_10,action_norm_11,action_norm_12,action_norm_13,action_norm_14,action_norm_15,action_norm_16,action_norm_17,action_norm_18,action_norm_19,action_norm_20,action_norm_21,action_norm_22,action_norm_23,action_norm_24,action_norm_25,action_norm_26,bias_current_sum,mos_aspect_times_m_sum,mos_device_count,mos_gate_area_proxy_sum,mos_l_all_count,mos_l_all_max,mos_l_all_mean,mos_l_all_min,mos_l_all_sum,mos_m_all_count,mos_m_all_max,mos_m_all_mean,mos_m_all_min,mos_m_all_sum,mos_w_all_count,mos_w_all_max,mos_w_all_mean,mos_w_all_min,mos_w_all_sum,mos_width_times_m_sum,nmos_l_count,nmos_l_max,nmos_l_mean,nmos_l_min,nmos_l_sum,nmos_m_count,nmos_m_max,nmos_m_mean,nmos_m_min,nmos_m_sum,nmos_w_count,nmos_w_max,nmos_w_mean,nmos_w_min,nmos_w_sum,pmos_l_count,pmos_l_max,pmos_l_mean,pmos_l_min,pmos_l_sum,pmos_m_count,pmos_m_max,pmos_m_mean,pmos_m_min,pmos_m_sum,pmos_to_nmos_m_ratio,pmos_w_count,pmos_w_max,pmos_w_mean,pmos_w_min,pmos_w_sum,record__m12_m,requested_cap_sum,selection_bucket__boundary_m12_388_397,selection_bucket__diagnostic_neighborhood_m12_335_365,selection_bucket__high_predicted_closure,selection_bucket__l6_neighborhood_m12_330_390,selection_bucket__low_predicted_closure,selection_bucket__medium_predicted_closure,selection_bucket__none,sizing__capacitor_0,sizing__capacitor_1,sizing__current_0_bias,sizing__mosfet_0_8_l_biascm_pmos,sizing__mosfet_0_8_m_biascm_pmos,sizing__mosfet_0_8_w_biascm_pmos,sizing__mosfet_10_1_l_gm4_pmos,sizing__mosfet_10_1_m_gm4_pmos,sizing__mosfet_10_1_w_gm4_pmos,sizing__mosfet_11_1_l_gm2_pmos,sizing__mosfet_11_1_m_gm2_pmos,sizing__mosfet_11_1_w_gm2_pmos,sizing__mosfet_12_1_l_gmf2_pmos,sizing__mosfet_12_1_m_gmf2_pmos,sizing__mosfet_12_1_w_gmf2_pmos,sizing__mosfet_18_7_l_biascm_nmos,sizing__mosfet_18_7_m_biascm_nmos,sizing__mosfet_18_7_w_biascm_nmos,sizing__mosfet_23_2_l_load2_nmos,sizing__mosfet_23_2_m_load2_nmos,sizing__mosfet_23_2_w_load2_nmos,sizing__mosfet_25_1_l_gm3_nmos,sizing__mosfet_25_1_m_gm3_nmos,sizing__mosfet_25_1_w_gm3_nmos,sizing__mosfet_8_2_l_gm1_pmos,sizing__mosfet_8_2_m_gm1_pmos,sizing__mosfet_8_2_w_gm1_pmos
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0005,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0005,1,1,0,0,admitted_raw_pex_graph,-0.3186216950416565,1.0,-0.1764644831418991,-1.0,-1.0,-0.16557647287845612,-0.07942071557044983,-0.38814613223075867,0.2001771777868271,-1.0,0.6433930993080139,1.0,-0.7847135663032532,0.24331043660640717,0.37644028663635254,-1.0,-0.683262050151825,-0.648837685585022,0.3009644150733948,1.0,0.7439311742782593,-0.6280303001403809,-1.0,1.0,0.5520552396774292,0.7731745839118958,0.08014607429504395,23.504800975323,583.4420141262246,8.0,4171.8,8.0,5.0,2.7,0.5,21.6,8.0,375.0,75.125,10.0,601.0,8.0,6.7,2.575,0.5,20.6,1237.5,3.0,5.0,2.2333333333333334,0.5,6.7,3.0,50.0,34.666666666666664,10.0,104.0,3.0,6.7,3.1666666666666665,0.5,9.5,5.0,5.0,2.98,0.5,14.9,5.0,375.0,99.4,21.0,497.0,4.778846153846154,5.0,4.9,2.22,0.5,11.100000000000001,375.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,17.0,23.504800975323,5.0,21.0,3.7,1.9000000000000001,30.0,4.9,4.2,50.0,0.5,3.3000000000000003,375.0,1.5,1.2000000000000002,10.0,0.5,5.0,44.0,6.7,0.5,50.0,2.3,0.5,21.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0006,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0006,0,0,1,0,physical_closure_failed,0.16179384291172028,0.474967360496521,1.0,-1.0,-1.0,0.10231605172157288,-0.10904502123594284,0.3185243010520935,1.0,0.7721701860427856,0.9081672430038452,1.0,-1.0,0.7794361114501953,0.39922988414764404,-0.8333346843719482,0.7688888907432556,-0.8368452787399292,1.0,-0.2433565855026245,-0.6680602431297302,-1.0,-1.0,-0.05550655722618103,-0.462394654750824,-0.3475693464279175,1.0,8.795277506113,375.3743164730007,8.0,5193.75,8.0,4.8,3.0375,0.5,24.3,8.0,380.0,74.5,5.0,596.0,8.0,10.0,4.05,0.5,32.4,1292.5,3.0,4.5,2.4,0.5,7.2,3.0,24.0,12.666666666666666,5.0,38.0,3.0,10.0,3.9333333333333336,0.5,11.8,5.0,4.8,3.4200000000000004,0.5,17.1,5.0,380.0,111.6,28.0,558.0,14.68421052631579,5.0,8.9,4.12,0.5,20.6,380.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,30.0,8.795277506113,3.8000000000000003,50.0,6.0,3.5,50.0,4.7,4.8,50.0,8.9,4.5,380.0,0.5,4.5,5.0,1.3,2.2,9.0,10.0,0.5,24.0,0.5,0.5,28.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0007,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0007,0,0,1,0,physical_closure_failed,-0.4048687815666199,0.13794979453086853,-0.6023555397987366,1.0,1.0,0.838088870048523,-1.0,-1.0,-0.30182498693466187,1.0,0.6000497937202454,-0.29213303327560425,-0.0006026923656463623,-1.0,0.45070305466651917,-0.06425994634628296,-1.0,-0.7621239423751831,-0.8462448120117188,-0.372141033411026,1.0,-0.6123166084289551,0.18781375885009766,-0.4926418364048004,-1.0,0.49913904070854187,1.0,1.0,4331.134813812167,8.0,4395.860000000001,8.0,5.0,2.35,0.5,18.8,8.0,390.0,69.125,7.0,553.0,8.0,10.0,4.675,0.5,37.4,2837.5000000000005,3.0,3.2,1.866666666666667,0.5,5.6000000000000005,3.0,50.0,23.333333333333332,7.0,70.0,3.0,4.9,2.8000000000000003,1.2000000000000002,8.4,5.0,5.0,2.6399999999999997,0.5,13.2,5.0,390.0,96.6,11.0,483.0,6.9,5.0,10.0,5.8,0.5,29.0,390.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,1.0,3.1,11.0,3.3000000000000003,0.5,18.0,0.5,4.1,18.0,10.0,0.5,390.0,5.2,0.5,7.0,4.9,1.9000000000000001,50.0,1.2000000000000002,3.2,13.0,2.3,5.0,46.0,10.0
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0008,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0008,0,0,1,0,physical_closure_failed,-1.0,-0.06248989701271057,-0.07313776016235352,-1.0,0.13598614931106567,-0.9800729751586914,1.0,-1.0,0.06407678127288818,-1.0,1.0,-0.8619235157966614,0.45997199416160583,-1.0,0.449991911649704,-1.0,-1.0,-0.3387386202812195,1.0,-0.3785925805568695,0.5929023027420044,1.0,1.0,0.3229154348373413,1.0,1.0,0.9376139640808105,30.0,6610.702990727438,8.0,4035.0,8.0,5.0,2.3875,0.5,19.1,8.0,390.0,67.0,1.0,536.0,8.0,10.0,4.925,0.5,39.4,3909.0,3.0,5.0,2.466666666666667,0.5,7.4,3.0,40.0,30.0,17.0,90.0,3.0,10.0,6.833333333333333,0.5,20.5,5.0,5.0,2.34,0.5,11.7,5.0,390.0,89.2,1.0,446.0,4.955555555555556,5.0,10.0,3.78,0.5,18.9,390.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,30.0,2.6,24.0,0.5,0.5,27.0,10.0,5.0,4.0,0.5,0.5,390.0,7.4,0.5,17.0,0.5,1.9000000000000001,40.0,10.0,5.0,33.0,10.0,3.1,1.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0009,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0009,0,0,1,0,physical_closure_failed,1.0,1.0,0.3638489246368408,-0.8612474203109741,0.10181134939193726,-0.3662934899330139,-0.14239078760147095,0.3899185061454773,-0.0866972804069519,-0.2896597385406494,0.5872323513031006,0.4572802782058716,0.6199380159378052,-0.10895904898643494,0.4512609541416168,-0.5771584510803223,-0.46223950386047363,-1.0,1.0,1.0,1.0,0.3582773208618164,-0.29226288199424744,-1.0,-0.4751010239124298,-0.9133352637290955,-0.5621882677078247,8.61103515327,1523.3879324087357,8.0,13247.660000000002,8.0,5.0,3.375,1.7000000000000002,27.0,8.0,390.0,69.125,1.0,553.0,8.0,10.0,5.925,1.2000000000000002,47.4,4317.999999999999,3.0,5.0,2.9333333333333336,1.7000000000000002,8.8,3.0,50.0,17.333333333333332,1.0,52.0,3.0,10.0,6.5,2.5,19.5,5.0,5.0,3.6399999999999997,2.5,18.2,5.0,390.0,100.2,17.0,501.0,9.634615384615385,5.0,10.0,5.58,1.2000000000000002,27.9,390.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.61103515327,5.0,34.0,10.0,3.6,23.0,4.6000000000000005,4.1,37.0,3.9000000000000004,2.5,390.0,8.2,1.7000000000000002,1.0,2.5,5.0,50.0,10.0,2.1,1.0,7.0,3.0,17.0,1.2000000000000002
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0010,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0010,1,1,0,0,admitted_raw_pex_graph,-0.21216124296188354,-0.6055042743682861,0.45743101835250854,-1.0,-0.03319179266691208,1.0,-0.9433211088180542,0.07499082386493683,-0.4021947681903839,-0.8188278675079346,0.25899773836135864,-1.0,-0.03676135838031769,-0.36573678255081177,0.4589674770832062,-0.322322279214859,-1.0,-1.0,0.18286916613578796,-0.24062380194664001,-1.0,-0.9655624628067017,-0.29346778988838196,-0.4963451623916626,-1.0,1.0,-1.0,1.0,1191.8138817088,8.0,4159.660000000001,8.0,3.3000000000000003,2.125,0.5,17.0,8.0,392.0,63.875,1.0,511.0,8.0,6.1000000000000005,2.8125,0.5,22.5,2212.7,3.0,2.2,1.6000000000000003,0.5,4.800000000000001,3.0,13.0,5.0,1.0,15.0,3.0,6.1000000000000005,3.5,0.7,10.5,5.0,3.3000000000000003,2.4400000000000004,1.4,12.200000000000001,5.0,392.0,99.2,1.0,496.0,33.06666666666667,5.0,5.1000000000000005,2.4,0.5,12.0,392.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.4,37.0,4.2,2.9000000000000004,16.0,0.8,3.3000000000000003,1.0,1.4,1.9000000000000001,392.0,5.1000000000000005,0.5,1.0,3.7,2.2,1.0,6.1000000000000005,2.1,13.0,0.7,2.7,50.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0011,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0011,1,1,0,0,admitted_raw_pex_graph,1.0,0.6223533749580383,-1.0,-0.6001714468002319,1.0,-1.0,0.05847939848899841,-1.0,-0.7792767286300659,-1.0,0.931672990322113,-0.18375349044799805,-1.0,-1.0,0.4716019928455353,1.0,-1.0,-0.09199213981628418,-1.0,-0.41125988960266113,0.06199759244918823,1.0,0.41143959760665894,1.0,-0.1078236848115921,0.6459294557571411,1.0,13.936556570232,1067.6835875160875,8.0,2208.7,8.0,5.0,2.625,0.5,21.0,8.0,394.0,65.375,1.0,523.0,8.0,10.0,4.925,0.5,39.4,996.4,3.0,3.7,2.0,0.5,6.0,3.0,50.0,33.333333333333336,23.0,100.0,3.0,10.0,6.833333333333333,0.5,20.5,5.0,5.0,3.0,0.5,15.0,5.0,394.0,84.6,1.0,423.0,4.23,5.0,10.0,3.78,0.5,18.9,394.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,13.936556570232,4.2,1.0,10.0,0.5,6.0,5.5,4.8,21.0,0.5,0.5,394.0,0.5,0.5,23.0,10.0,1.8,27.0,0.5,3.7,50.0,10.0,5.0,1.0,2.4000000000000004
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0000,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0000,1,1,0,0,admitted_raw_pex_graph,-1.0,-0.23453737795352936,0.4438575506210327,0.6003270149230957,1.0,0.07753127813339233,-1.0,0.14524030685424805,0.37703222036361694,-0.052150558680295944,-0.7446686029434204,-0.430810809135437,-1.0,0.8388240337371826,-1.0,0.33598795533180237,-0.9954344630241394,-1.0,-0.4039337635040283,1.0,-0.1699315458536148,1.0,-0.7959030866622925,0.5587242841720581,-0.7415627837181091,-0.6601372957229614,-0.602222204208374,4.747339636087,554.0783628713502,8.0,2239.75,8.0,5.0,2.8125,0.5,22.5,8.0,100.0,34.25,1.0,274.0,8.0,10.0,4.3375,0.5,34.7,845.3000000000001,3.0,5.0,2.1666666666666665,0.5,6.5,3.0,39.0,20.333333333333332,1.0,61.0,3.0,10.0,6.7,3.3000000000000003,20.1,5.0,5.0,3.2,1.1,16.0,5.0,100.0,42.6,15.0,213.0,3.4918032786885247,5.0,8.100000000000001,2.9200000000000004,0.5,14.600000000000001,100.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,4.747339636087,2.2,36.0,0.5,3.1,35.0,0.5,1.1,15.0,5.0,4.6000000000000005,100.0,0.5,0.5,1.0,6.800000000000001,5.0,21.0,3.3000000000000003,1.0,39.0,10.0,5.0,27.0,8.100000000000001
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0001,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0001,0,0,1,0,physical_closure_failed,-0.2546117305755615,-0.6049535274505615,1.0,-0.7908295392990112,-0.20413798093795776,-0.4223305583000183,-1.0,-0.09097278118133545,-0.10221588611602783,-1.0,0.5000516772270203,-0.7260328531265259,0.4967760443687439,0.49561092257499695,-0.7306309938430786,0.5047378540039062,-0.39902642369270325,0.34199196100234985,-1.0,-0.9835436940193176,-0.7206358909606934,1.0,-1.0,-0.06271374225616455,-1.0,1.0,-1.0,1.0,1082.3679566810004,8.0,5553.620000000001,8.0,3.9000000000000004,2.1125000000000003,0.5,16.900000000000002,8.0,154.0,39.5,8.0,316.0,8.0,10.0,4.025,0.5,32.2,1910.8000000000002,3.0,1.9000000000000001,0.9666666666666668,0.5,2.9000000000000004,3.0,34.0,22.0,8.0,66.0,3.0,10.0,6.033333333333334,0.5,18.1,5.0,3.9000000000000004,2.8,1.4,14.0,5.0,154.0,50.0,8.0,250.0,3.787878787878788,5.0,7.6000000000000005,2.8200000000000003,0.5,14.100000000000001,154.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.4,50.0,4.0,2.5,23.0,0.5,3.9000000000000004,8.0,0.5,3.9000000000000004,154.0,7.6000000000000005,1.9000000000000001,34.0,7.6000000000000005,0.5,8.0,0.5,0.5,24.0,10.0,2.3,15.0,1.5
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0002,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0002,1,1,0,0,admitted_raw_pex_graph,-0.46705004572868347,-0.6181958913803101,-0.34785890579223633,-0.5946164727210999,0.4237901270389557,-1.0,-1.0,-1.0,-1.0,-0.7449835538864136,-1.0,-0.3641563057899475,-0.8730553984642029,1.0,-0.6945876479148865,0.129305899143219,-1.0,-1.0,-0.46549350023269653,1.0,-0.19278700649738312,-0.7499788403511047,0.42956727743148804,-0.45190227031707764,-1.0,1.0,-0.7827350497245789,1.0,162.1296525096525,8.0,1386.4900000000002,8.0,5.0,2.5375,0.5,20.3,8.0,161.0,29.125,1.0,233.0,8.0,5.9,2.4125,0.5,19.3,352.59999999999997,3.0,5.0,3.0666666666666664,0.5,9.2,3.0,21.0,12.0,1.0,36.0,3.0,5.9,3.5333333333333337,1.7000000000000002,10.600000000000001,5.0,5.0,2.2199999999999998,0.5,11.1,5.0,161.0,39.4,1.0,197.0,5.472222222222222,5.0,3.0,1.7400000000000002,0.5,8.700000000000001,161.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,4.0,1.0,1.4,17.0,3.0,0.5,1.0,0.5,0.5,17.0,1.7000000000000002,5.0,161.0,1.1,0.5,1.0,5.9,5.0,21.0,3.0,3.7,14.0,1.7000000000000002,3.7,1.0,2.4000000000000004
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0003,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0003,0,0,1,0,physical_closure_failed,-1.0,-0.040102601051330566,0.5345792770385742,-0.48682814836502075,-0.8107383251190186,0.4222182035446167,-0.8779516220092773,-1.0,0.5906508564949036,0.6432203054428101,-1.0,-0.2632204294204712,-0.5998564958572388,-1.0,-1.0,0.9135298728942871,-0.15657776594161987,-0.5176675915718079,-0.3391665816307068,1.0,-0.712526798248291,1.0,-0.2600172758102417,-0.1106337308883667,-1.0,-0.5953437089920044,-0.10360562801361084,1.0,1168.9276767676768,8.0,1316.98,8.0,5.0,1.8375000000000001,0.5,14.700000000000001,8.0,100.0,34.75,8.0,278.0,8.0,10.0,4.8,0.5,38.4,949.1999999999999,3.0,5.0,3.2000000000000006,2.2,9.600000000000001,3.0,23.0,14.666666666666666,8.0,44.0,3.0,10.0,7.733333333333333,3.6,23.2,5.0,2.7,1.02,0.5,5.1000000000000005,5.0,100.0,46.8,19.0,234.0,5.318181818181818,5.0,8.3,3.04,0.5,15.200000000000001,100.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,1.0,2.7,39.0,0.5,0.5,40.0,1.1,0.5,19.0,8.3,0.5,100.0,2.4000000000000004,2.4000000000000004,13.0,9.6,5.0,8.0,3.6,2.2,23.0,10.0,0.9,36.0,2.9000000000000004
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0004,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0004,0,0,1,0,physical_closure_failed,0.5134401917457581,-0.18546757102012634,1.0,-0.14821508526802063,0.8329064846038818,-0.6838789582252502,0.05129295960068703,-1.0,-1.0,0.16619598865509033,0.08197340369224548,-0.0660339742898941,-1.0,-1.0,-1.0,0.588341474533081,-0.18699899315834045,-0.17089810967445374,0.3168463706970215,0.2087569236755371,-0.3043442368507385,-0.23150980472564697,1.0,-0.8974354267120361,-1.0,1.0,-0.15826645493507385,1.0,451.5043028485757,8.0,2379.2300000000005,8.0,5.0,2.6625,0.5,21.3,8.0,100.0,28.375,1.0,227.0,8.0,8.0,5.4,0.5,43.2,932.1999999999999,3.0,5.0,3.5,2.3,10.5,3.0,21.0,14.333333333333334,4.0,43.0,3.0,8.0,6.333333333333333,4.2,19.0,5.0,4.6000000000000005,2.16,0.5,10.8,5.0,100.0,36.8,1.0,184.0,4.27906976744186,5.0,7.7,4.84,0.5,24.2,100.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,13.0,1.0,2.3,50.0,7.7,0.5,1.0,5.5,2.9000000000000004,24.0,6.0,0.5,100.0,0.5,2.3,21.0,8.0,3.2,18.0,6.800000000000001,5.0,4.0,4.2,4.6000000000000005,9.0,4.5
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0005,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0005,0,0,1,0,physical_closure_failed,-1.0,1.0,0.8788422346115112,1.0,0.6656675338745117,-0.3692197799682617,-1.0,-0.6022549271583557,0.31337541341781616,0.42033547163009644,-0.17254281044006348,-1.0,-0.5335785150527954,0.34968605637550354,-0.7534538507461548,-0.31924718618392944,-0.7507968544960022,0.9459962248802185,0.16113883256912231,-0.1981126219034195,-0.15523257851600647,-0.5777541995048523,0.5110572576522827,-0.7837355136871338,-0.6257858872413635,1.0,-1.0,6.426104635,398.57944953597126,8.0,2799.4600000000005,8.0,5.0,2.975,1.1,23.8,8.0,149.0,40.375,1.0,323.0,8.0,10.0,4.1375,0.5,33.1,937.8,3.0,3.9000000000000004,2.4333333333333336,1.1,7.300000000000001,3.0,49.0,25.666666666666668,6.0,77.0,3.0,6.0,4.066666666666666,2.5,12.2,5.0,5.0,3.3,1.4,16.5,5.0,149.0,49.2,1.0,246.0,3.1948051948051948,5.0,10.0,4.18,0.5,20.9,149.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,6.426104635,5.0,47.0,0.5,1.4,33.0,0.5,2.4000000000000004,1.0,7.2,3.5,149.0,2.7,1.1,49.0,3.7,2.3,22.0,6.0,3.9000000000000004,6.0,2.5,4.2,16.0,10.0
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0006,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0006,0,0,1,0,physical_closure_failed,-1.0,-0.3865238130092621,-0.4340831935405731,0.023997962474822998,-0.2446424961090088,-1.0,1.0,-1.0,-0.9211644530296326,-0.9175662398338318,1.0,0.7572579979896545,-0.3176209628582001,1.0,-0.6951352953910828,1.0,-0.45127004384994507,0.6973997354507446,0.31051748991012573,1.0,-0.7933538556098938,0.8678893446922302,1.0,0.8917896747589111,-0.7153754830360413,-1.0,-0.877561092376709,5.127055495977,542.8030903461863,8.0,6358.63,8.0,5.0,3.2875,0.5,26.3,8.0,161.0,40.0,1.0,320.0,8.0,10.0,5.825,0.5,46.6,1590.2000000000003,3.0,5.0,3.9,1.7000000000000002,11.7,3.0,47.0,32.0,6.0,96.0,3.0,10.0,8.700000000000001,6.7,26.1,5.0,5.0,2.92,0.5,14.6,5.0,161.0,44.8,1.0,224.0,2.3333333333333335,5.0,10.0,4.1,0.5,20.5,161.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.127055495977,1.9000000000000001,15.0,0.5,0.5,3.0,10.0,5.0,44.0,0.9,5.0,161.0,3.7,1.7000000000000002,43.0,10.0,5.0,6.0,6.7,5.0,47.0,9.4,2.2,1.0,5.4
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0007,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0007,1,1,0,0,admitted_raw_pex_graph,0.39885517954826355,-1.0,0.011994346976280212,0.1712801456451416,1.0,1.0,1.0,1.0,-0.6303731203079224,1.0,0.9620161056518555,1.0,-0.001382380723953247,0.0024945735931396484,-0.39054250717163086,-0.9109064340591431,-1.0,-0.7038037776947021,-1.0,-1.0,-0.6894188523292542,0.20757783949375153,0.9028409719467163,0.2885260581970215,1.0,1.0,1.0,30.0,1030.551530612245,8.0,8787.550000000001,8.0,5.0,3.0,0.5,24.0,8.0,222.0,51.0,8.0,408.0,8.0,10.0,5.75,0.5,46.0,2460.3,3.0,4.8,1.9333333333333333,0.5,5.8,3.0,33.0,16.666666666666668,8.0,50.0,3.0,6.2,2.5333333333333337,0.5,7.6000000000000005,5.0,5.0,3.6399999999999997,0.5,18.2,5.0,222.0,71.6,10.0,358.0,7.16,5.0,10.0,7.68,5.2,38.4,222.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.5,26.0,7.1000000000000005,5.0,10.0,10.0,4.9,50.0,10.0,2.8000000000000003,222.0,5.2,0.5,8.0,0.9,0.5,9.0,0.5,4.8,33.0,6.2,5.0,50.0,6.1000000000000005
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0008,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0008,0,0,1,0,physical_closure_failed,-0.5269066095352173,-0.7438417673110962,-1.0,1.0,1.0,-0.9582801461219788,1.0,-1.0,-0.5988394021987915,1.0,-1.0,1.0,0.2161409556865692,1.0,1.0,0.4178883731365204,-0.23321247100830078,0.20670507848262787,0.07569065690040588,-0.11728546768426895,-0.9646264314651489,-1.0,1.0,1.0,1.0,-0.9095480442047119,1.0,30.0,1967.389090909091,8.0,16802.010000000002,8.0,5.0,2.725,0.5,21.8,8.0,500.0,80.875,1.0,647.0,8.0,10.0,6.5375000000000005,0.5,52.300000000000004,4042.1000000000004,3.0,5.0,3.233333333333333,2.2,9.7,3.0,50.0,27.666666666666668,2.0,83.0,3.0,7.2,4.433333333333334,0.5,13.3,5.0,5.0,2.42,0.5,12.1,5.0,500.0,112.8,1.0,564.0,6.795180722891566,5.0,10.0,7.8,2.7,39.0,500.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,30.0,1.1,1.0,2.7,0.5,11.0,10.0,0.5,50.0,10.0,5.0,500.0,6.300000000000001,2.2,31.0,7.2,2.5,2.0,5.6000000000000005,5.0,50.0,0.5,5.0,2.0,10.0
grpo_admission_20260822_batch_v4_classifier_guided_stratified/grpo_leung_dfcfc2_0009,grpo_admission_20260822_batch_v4_classifier_guided_stratified,grpo_leung_dfcfc2_0009,0,1,0,1,simulation_timeout_or_hang,-0.7540513277053833,-1.0,0.3756449222564697,1.0,-0.3443053364753723,0.07305949926376343,-0.11850403249263763,1.0,-0.9063568711280823,0.611038088798523,-0.7308601140975952,-1.0,0.23653510212898254,-0.030069589614868164,0.887976884841919,0.7705549001693726,-1.0,0.26057302951812744,-0.42683732509613037,0.26419639587402344,0.2933698892593384,-1.0,-0.4590885043144226,-1.0,0.27669134736061096,-1.0,1.0,19.512024536729,1999.2057001386413,8.0,9400.84,8.0,5.0,2.1,0.5,16.8,8.0,478.0,76.25,1.0,610.0,8.0,10.0,5.45,0.5,43.6,3801.9000000000005,3.0,3.3000000000000003,1.8333333333333333,0.5,5.5,3.0,33.0,22.0,1.0,66.0,3.0,8.9,4.2,0.5,12.600000000000001,5.0,5.0,2.2600000000000002,0.5,11.3,5.0,478.0,108.8,1.0,544.0,8.242424242424242,5.0,10.0,6.2,1.7000000000000002,31.0,478.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,19.512024536729,0.5,35.0,1.7000000000000002,5.0,3.0,4.7,1.1,1.0,8.2,2.7,478.0,6.4,0.5,32.0,8.9,3.3000000000000003,33.0,3.2,1.7000000000000002,1.0,0.5,2.0,27.0,10.0
