feature,mean_admitted,mean_not_admitted,delta_admitted_minus_not,abs_standardized_effect
sizing__mosfet_18_7_m_biascm_nmos,5.25,20.916666666666668,-15.666666666666668,1.0034697638452128
action_norm_17,-0.8250945657491684,-0.18932056261433494,-0.6357740031348335,1.0015992841739854
sizing__mosfet_23_2_w_load2_nmos,4.158333333333333,6.577777777777778,-2.419444444444445,0.7372276063093024
action_norm_18,-0.22825276603301367,0.28031967621710563,-0.5085724422501193,0.7371514578696409
mos_width_times_m_sum,1941.2916666666667,2864.941666666667,-923.6500000000003,0.7343888144378401
nmos_m_max,33.083333333333336,41.916666666666664,-8.833333333333329,0.6988863296926208
mos_w_all_max,8.941666666666666,9.675,-0.7333333333333343,0.6763030831338386
nmos_l_min,0.7166666666666667,1.2666666666666666,-0.5499999999999999,0.6521640428824739
pmos_w_max,8.075000000000001,9.180555555555555,-1.1055555555555543,0.6327386029160152
nmos_m_mean,18.305555555555554,24.203703703703706,-5.898148148148152,0.6240243293661634
nmos_m_sum,54.916666666666664,72.61111111111111,-17.69444444444445,0.624024329366163
sizing__mosfet_12_1_w_gmf2_pmos,3.616666666666667,5.133333333333334,-1.5166666666666666,0.6092316855892848
action_norm_12,-0.3430214002728462,-0.02484014630317688,-0.31818125396966934,0.6067704580729144
selection_bucket__low_predicted_closure,0.0,0.2222222222222222,-0.2222222222222222,0.5962847939999439
pmos_to_nmos_m_ratio,10.979952041888174,7.553993038613056,3.4259590032751177,0.5556817562643804
mos_gate_area_proxy_sum,4800.8325,7976.503055555557,-3175.6705555555563,0.5542207174534203
action_norm_20,-0.09707426031430562,0.2703426902492841,-0.3674169505635897,0.50573823767474
sizing__mosfet_23_2_m_load2_nmos,23.25,32.166666666666664,-8.916666666666664,0.5020186804992723
mos_m_all_mean,57.53125,66.25694444444444,-8.725694444444443,0.49521928392755316
mos_m_all_sum,460.25,530.0555555555555,-69.80555555555554,0.49521928392755316
pmos_m_min,9.666666666666666,5.916666666666667,3.749999999999999,0.48429285697167107
mos_w_all_mean,4.6656249999999995,5.215625,-0.5500000000000007,0.4713791588722213
mos_w_all_sum,37.324999999999996,41.725,-4.400000000000006,0.4713791588722213
pmos_w_min,1.6333333333333335,1.1083333333333334,0.5250000000000001,0.4301124196933455
nmos_l_mean,2.2777777777777777,2.636111111111111,-0.3583333333333334,0.42750298588591445
nmos_l_sum,6.833333333333333,7.908333333333333,-1.0750000000000002,0.42750298588591445
nmos_w_sum,14.733333333333334,17.147222222222226,-2.4138888888888914,0.4180092472843011
nmos_w_mean,4.911111111111111,5.715740740740741,-0.8046296296296296,0.41800924728430067
mos_m_all_max,306.3333333333333,360.3611111111111,-54.02777777777777,0.40450249680542283
pmos_m_max,306.3333333333333,360.3611111111111,-54.02777777777777,0.40450249680542283
record__m12_m,306.3333333333333,360.3611111111111,-54.02777777777777,0.40450249680542283
sizing__mosfet_12_1_m_gmf2_pmos,306.3333333333333,360.3611111111111,-54.02777777777777,0.40450249680542283
action_norm_14,0.0316713551680247,0.30163591644830173,-0.269964561280277,0.40428504787326525
action_norm_23,0.04022616893053055,-0.24134829505864117,0.28157446398917174,0.3937307387568759
sizing__mosfet_25_1_m_gm3_nmos,26.416666666666668,19.52777777777778,6.888888888888889,0.3925707071247305
mos_l_all_min,0.5,0.6361111111111112,-0.13611111111111118,0.3808827821313384
pmos_m_sum,405.3333333333333,457.44444444444446,-52.11111111111114,0.37839210166837134
pmos_m_mean,81.06666666666666,91.48888888888888,-10.422222222222217,0.3783921016683709
mos_l_all_max,4.766666666666667,4.897222222222222,-0.13055555555555554,0.3714464894241664
action_norm_25,0.34800345450639725,0.05366126965317461,0.2943421848532226,0.3710051286686377
sizing__capacitor_0,20.5,16.25,4.25,0.3677072637728824
mos_w_all_min,0.9583333333333334,0.6972222222222223,0.26111111111111107,0.3636105176258412
action_norm_22,-0.3181660945216815,-0.054891822652684316,-0.26327427186899716,0.36000413735337455
sizing__mosfet_25_1_l_gm3_nmos,2.0416666666666665,2.625,-0.5833333333333335,0.35429642981200027
action_norm_16,-0.47664937004446983,-0.28545599968896973,-0.1911933703555001,0.32101284684499304
sizing__mosfet_18_7_l_biascm_nmos,1.6833333333333336,2.102777777777778,-0.4194444444444443,0.3126900984311851
nmos_w_min,2.025,2.7083333333333335,-0.6833333333333336,0.2996779990885197
selection_bucket__high_predicted_closure,0.25,0.1388888888888889,0.1111111111111111,0.29814239699997197
action_norm_06,-0.1778290867805481,0.05136264436360863,-0.22919173114415672,0.2882291857046641
sizing__mosfet_10_1_w_gm4_pmos,4.408333333333333,5.491666666666667,-1.083333333333334,0.2870283488143439
action_norm_08,-0.09176358208060265,-0.2703100511183341,0.17854646903773147,0.2859815156822266
