feature,mean_admitted,mean_not_admitted,delta_admitted_minus_not,abs_standardized_effect
sizing__mosfet_10_1_m_gm4_pmos,23.166666666666668,18.88888888888889,4.277777777777779,0.27979762457644497
pmos_l_max,4.766666666666667,4.586111111111111,0.18055555555555536,0.276532064512882
mos_m_all_min,3.4166666666666665,2.5,0.9166666666666665,0.27547927738476663
pmos_w_mean,4.5183333333333335,4.915555555555556,-0.39722222222222214,0.2744530307813398
pmos_w_sum,22.59166666666667,24.57777777777778,-1.9861111111111107,0.2744530307813398
selection_bucket__boundary_m12_388_397,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.2727977357881894
mos_aspect_times_m_sum,1784.9870617570123,2385.9911946035277,-601.0041328465154,0.2722922666245805
nmos_m_min,5.25,7.527777777777778,-2.2777777777777777,0.271122531328702
action_norm_02,-0.09382586056987445,0.08639333935247527,-0.18021919992234972,0.2551796605079259
sizing__mosfet_0_8_m_biascm_pmos,23.333333333333332,27.61111111111111,-4.277777777777779,0.24682411200628349
action_norm_00,-0.09539929715295632,-0.22941208879152933,0.134012791638573,0.23384318862579867
pmos_l_min,0.625,0.7361111111111112,-0.11111111111111116,0.23109036526286833
sizing__mosfet_0_8_w_biascm_pmos,4.783333333333334,4.158333333333334,0.625,0.22965121351768028
nmos_w_max,7.95,8.397222222222222,-0.44722222222222197,0.22623040311196219
sizing__mosfet_10_1_l_gm4_pmos,2.6999999999999997,2.3666666666666667,0.33333333333333304,0.22033300958175506
action_norm_07,-0.025326937437057495,-0.1673433788948589,0.1420164414578014,0.21078591046431305
pmos_l_sum,13.608333333333334,12.933333333333334,0.6750000000000007,0.20955858178238299
pmos_l_mean,2.7216666666666662,2.586666666666667,0.13499999999999934,0.20955858178238174
action_norm_26,0.0017947579423586528,0.14520512231522137,-0.14341036437286273,0.17708020961313733
sizing__capacitor_1,15.583333333333334,17.583333333333332,-1.9999999999999982,0.1702555900117528
requested_cap_sum,36.083333333333336,33.833333333333336,2.25,0.1567056742556557
action_norm_01,-0.35843588535984355,-0.45103651906053227,0.09260063370068872,0.14454214218977035
sizing__mosfet_0_8_l_biascm_pmos,1.95,1.7416666666666667,0.20833333333333326,0.14421638631015796
action_norm_09,-0.13169264141470194,-0.04494335254033407,-0.08674928887436786,0.121292795399318
sizing__mosfet_11_1_w_gm2_pmos,4.625,5.033333333333334,-0.4083333333333341,0.12013884535219761
selection_bucket__l6_neighborhood_m12_330_390,0.08333333333333333,0.05555555555555555,0.027777777777777776,0.11475506210984938
action_norm_10,0.245785320798556,0.1561854953567187,0.08959982544183731,0.11215780438454986
sizing__mosfet_11_1_l_gm2_pmos,3.3000000000000003,3.0999999999999996,0.20000000000000062,0.11128297681493178
action_norm_03,-0.018768484393755596,-0.10367547927631272,0.08490699488255712,0.10653813959510819
sizing__mosfet_8_2_w_gm1_pmos,5.158333333333334,4.761111111111111,0.39722222222222303,0.10490250131864667
mos_l_all_mean,2.5552083333333333,2.6052083333333336,-0.050000000000000266,0.10308098221407402
mos_l_all_sum,20.441666666666666,20.84166666666667,-0.40000000000000213,0.10308098221407402
bias_current_sum,15.008106685553999,16.09566701741686,-1.0875603318628624,0.09405246908070769
sizing__current_0_bias,15.008106685553999,16.09566701741686,-1.0875603318628624,0.09405246908070769
action_norm_24,-0.033923676858345665,0.0410804839597808,-0.07500416081812647,0.09405246908070544
sizing__mosfet_12_1_l_gmf2_pmos,2.575,2.7333333333333334,-0.15833333333333321,0.08468614487264835
action_norm_13,-0.07455835863947868,-0.007968870922923088,-0.0665894877165556,0.08012661222590028
sizing__mosfet_8_2_m_gm1_pmos,24.5,23.083333333333332,1.4166666666666679,0.07606021312291403
action_norm_05,-0.03900014981627464,-0.09664212829536861,0.05764197847909397,0.07592160286962961
sizing__mosfet_8_2_l_gm1_pmos,3.0833333333333335,2.9916666666666667,0.09166666666666679,0.06014977173861279
action_norm_04,0.14681480017801127,0.10669929161667824,0.04011550856133303,0.05930372655124139
sizing__mosfet_23_2_l_load2_nmos,3.108333333333333,3.1805555555555554,-0.07222222222222241,0.04383608468721119
action_norm_19,0.15893027931451797,0.19064429671400124,-0.03171401739948326,0.04329058970348404
sizing__mosfet_11_1_m_gm2_pmos,28.0,27.5,0.5,0.030204669335775525
action_norm_15,0.13276132258276144,0.1142483628872368,0.018512959695524633,0.02940010372051347
sizing__mosfet_18_7_w_biascm_nmos,5.875,5.791666666666667,0.08333333333333304,0.027843192668369862
action_norm_11,0.10029264291127522,0.08325563702318403,0.017037005888091192,0.025221549113906436
action_norm_21,-0.11790184428294499,-0.09959849301311705,-0.018303351269827947,0.024629060744652525
sizing__mosfet_25_1_w_gm3_nmos,4.7,4.777777777777778,-0.0777777777777775,0.022032748421228404
nmos_l_max,4.175,4.152777777777778,0.022222222222222143,0.020360980522660756
mos_device_count,8.0,8.0,0.0,0.0
mos_l_all_count,8.0,8.0,0.0,0.0
mos_m_all_count,8.0,8.0,0.0,0.0
mos_w_all_count,8.0,8.0,0.0,0.0
nmos_l_count,3.0,3.0,0.0,0.0
nmos_m_count,3.0,3.0,0.0,0.0
nmos_w_count,3.0,3.0,0.0,0.0
pmos_l_count,5.0,5.0,0.0,0.0
pmos_m_count,5.0,5.0,0.0,0.0
pmos_w_count,5.0,5.0,0.0,0.0
selection_bucket__diagnostic_neighborhood_m12_335_365,0.08333333333333333,0.08333333333333333,0.0,0.0
selection_bucket__medium_predicted_closure,0.16666666666666666,0.16666666666666666,0.0,0.0
selection_bucket__none,0.25,0.25,0.0,0.0
